wiki_header,class,key_1,key_2
名岐鉄道デボ800形電車,5,r_01_名岐鉄道デボ800形電車_平易化.xlsx,r_02_名岐鉄道デボ800形電車_平易化.xlsx
鉄道車両,5,r_01_鉄道車両_平易化.xlsx,r_02_鉄道車両_平易化.xlsx
シュレージエン戦争,2,r_01_シュレージエン戦争_平易化.xlsx,r_02_シュレージエン戦争_平易化.xlsx
多賀電気,5,r_01_多賀電気_平易化.xlsx,r_02_多賀電気_平易化.xlsx
深坂トンネル,5,r_01_深坂トンネル_平易化.xlsx,r_02_深坂トンネル_平易化.xlsx
日本語訳聖書,1,r_01_日本語訳聖書_平易化.xlsx,r_02_日本語訳聖書_平易化.xlsx
佐伯敏子 (反核運動家),2,r_01_佐伯敏子 (反核運動家)_平易化.xlsx,r_02_佐伯敏子 (反核運動家)_平易化.xlsx
イトカワ (小惑星),4,r_01_イトカワ (小惑星)_平易化.xlsx,r_02_イトカワ (小惑星)_平易化.xlsx
正中の変,2,r_01_正中の変_平易化.xlsx,r_02_正中の変_平易化.xlsx
ゾング号事件,2,r_01_ゾング号事件_平易化.xlsx,r_02_ゾング号事件_平易化.xlsx
地球の秘密,7,r_01_地球の秘密_平易化.xlsx,r_02_地球の秘密_平易化.xlsx
富士川橋梁 (東海道本線),5,r_01_富士川橋梁 (東海道本線)_平易化.xlsx,r_02_富士川橋梁 (東海道本線)_平易化.xlsx
アメリカ独立戦争,2,r_01_アメリカ独立戦争_平易化.xlsx,r_02_アメリカ独立戦争_平易化.xlsx
フューチュリティステークス (アメリカ合衆国),7,r_01_フューチュリティステークス (アメリカ合衆国)_平易化.xlsx,r_02_フューチュリティステークス (アメリカ合衆国)_平易化.xlsx
ギリシア神話,1,r_01_ギリシア神話_平易化.xlsx,r_02_ギリシア神話_平易化.xlsx
エジプト式分数,4,r_01_エジプト式分数_平易化.xlsx,r_02_エジプト式分数_平易化.xlsx
燈明堂 (横須賀市),2,r_01_燈明堂 (横須賀市)_平易化.xlsx,r_02_燈明堂 (横須賀市)_平易化.xlsx
モンゴルのホラズム・シャー朝征服,2,r_01_モンゴルのホラズム・シャー朝征服_平易化.xlsx,r_02_モンゴルのホラズム・シャー朝征服_平易化.xlsx
東欧諸国のビザンティン建築,5,r_01_東欧諸国のビザンティン建築_平易化.xlsx,r_02_東欧諸国のビザンティン建築_平易化.xlsx
星の砂,4,r_01_星の砂_平易化.xlsx,r_02_星の砂_平易化.xlsx
博多電気軌道,6,r_01_博多電気軌道_平易化.xlsx,r_02_博多電気軌道_平易化.xlsx
岳物語,9,r_01_岳物語_平易化.xlsx,r_02_岳物語_平易化.xlsx
セントラル・パーク,6,r_01_セントラル・パーク_平易化.xlsx,r_02_セントラル・パーク_平易化.xlsx
神谷太刀宮神社,1,r_01_神谷太刀宮神社_平易化.xlsx,r_02_神谷太刀宮神社_平易化.xlsx
Undertale,7,r_01_Undertale_平易化.xlsx,r_02_Undertale_平易化.xlsx
ぶん公,4,r_01_ぶん公_平易化.xlsx,r_02_ぶん公_平易化.xlsx
梶井基次郎,9,r_01_梶井基次郎_平易化.xlsx,r_02_梶井基次郎_平易化.xlsx
掃除魚,4,r_01_掃除魚_平易化.xlsx,r_02_掃除魚_平易化.xlsx
ゲオルク・ビューヒナー,9,r_01_ゲオルク・ビューヒナー_平易化.xlsx,r_02_ゲオルク・ビューヒナー_平易化.xlsx
二条為子,9,r_01_二条為子_平易化.xlsx,r_02_二条為子_平易化.xlsx
江戸時代の三貨制度,2,r_01_江戸時代の三貨制度_平易化.xlsx,r_02_江戸時代の三貨制度_平易化.xlsx
中華人民共和国のスポーツ,7,r_01_中華人民共和国のスポーツ_平易化.xlsx,r_02_中華人民共和国のスポーツ_平易化.xlsx
エルンスト・カルテンブルンナー,2,r_01_エルンスト・カルテンブルンナー_平易化.xlsx,r_02_エルンスト・カルテンブルンナー_平易化.xlsx
群馬コーヒー事件,2,r_01_群馬コーヒー事件_平易化.xlsx,r_02_群馬コーヒー事件_平易化.xlsx
花田ミキ,2,r_01_花田ミキ_平易化.xlsx,r_02_花田ミキ_平易化.xlsx
石油タンカー,5,r_01_石油タンカー_平易化.xlsx,r_02_石油タンカー_平易化.xlsx
アリス・ギイ,7,r_01_アリス・ギイ_平易化.xlsx,r_02_アリス・ギイ_平易化.xlsx
池上競馬場,7,s_01_池上競馬場_平易化.xlsx,s_02_池上競馬場.xlsx
サーリフ・ブン・ミルダース,2,r_01_サーリフ・ブン・ミルダース_平易化.xlsx,r_02_サーリフ・ブン・ミルダース_平易化.xlsx
長波 (駆逐艦),5,r_01_長波 (駆逐艦)_平易化.xlsx,r_02_長波 (駆逐艦)_平易化.xlsx
紀和町花井,2,r_01_紀和町花井_平易化.xlsx,r_02_紀和町花井_平易化.xlsx
2011年のワールドシリーズ,7,r_01_2011年のワールドシリーズ_平易化.xlsx,r_02_2011年のワールドシリーズ_平易化.xlsx
高尾山古墳,2,r_01_高尾山古墳_平易化.xlsx,r_02_高尾山古墳_平易化.xlsx
バヤズィト2世,2,r_01_バヤズィト2世_平易化.xlsx,r_02_バヤズィト2世_平易化.xlsx
たぬきち,7,r_01_たぬきち_平易化.xlsx,r_02_たぬきち_平易化.xlsx
サマリウム,4,r_01_サマリウム_平易化.xlsx,r_02_サマリウム_平易化.xlsx
北陸鉄道金沢市内線,6,r_01_北陸鉄道金沢市内線_平易化.xlsx,r_02_北陸鉄道金沢市内線_平易化.xlsx
富士山本宮浅間大社,1,r_01_富士山本宮浅間大社_平易化.xlsx,r_02_富士山本宮浅間大社_平易化.xlsx
根,4,r_01_根_平易化.xlsx,r_02_根_平易化.xlsx
少女☆歌劇 レヴュースタァライト (アニメ) ,7,r_01_少女☆歌劇 レヴュースタァライト (アニメ) _平易化.xlsx,r_02_少女☆歌劇 レヴュースタァライト (アニメ) _平易化.xlsx
イヴァン4世,2,r_01_イヴァン4世_平易化.xlsx,r_02_イヴァン4世_平易化.xlsx
ベイツ型擬態,4,r_01_ベイツ型擬態_平易化.xlsx,r_02_ベイツ型擬態_平易化.xlsx
オーストラリアワイン,5,r_01_オーストラリアワイン_平易化.xlsx,r_02_オーストラリアワイン_平易化.xlsx
スピノサウルス,4,r_01_スピノサウルス_平易化.xlsx,r_02_スピノサウルス_平易化.xlsx
スラヴ人トマス,2,r_01_スラヴ人トマス_平易化.xlsx,r_02_スラヴ人トマス_平易化.xlsx
太陽系外惑星,4,r_01_太陽系外惑星_平易化.xlsx,r_02_太陽系外惑星_平易化.xlsx
ニーマン・ピック病,4,r_01_ニーマン・ピック病_平易化.xlsx,r_02_ニーマン・ピック病_平易化.xlsx
太陽系の形成と進化,4,r_01_太陽系の形成と進化_平易化.xlsx,r_02_太陽系の形成と進化_平易化.xlsx
ジャン＝フランソワ・ミレー,7,r_01_ジャン＝フランソワ・ミレー_平易化.xlsx,r_02_ジャン＝フランソワ・ミレー_平易化.xlsx
D.B.クーパー事件‎,6,r_01_D.B.クーパー事件‎_平易化.xlsx,r_02_D.B.クーパー事件‎_平易化.xlsx
京王6000系電車,5,s_01_京王6000系電車_平易化.xlsx,s_02_京王6000系電車.xlsx
ウィンストン・チャーチル,2,r_01_ウィンストン・チャーチル_平易化.xlsx,r_02_ウィンストン・チャーチル_平易化.xlsx
村井多嘉子,2,r_01_村井多嘉子_平易化.xlsx,r_02_村井多嘉子_平易化.xlsx
インターシティ (ドイツ),6,r_01_インターシティ (ドイツ)_平易化.xlsx,r_02_インターシティ (ドイツ)_平易化.xlsx
ルーシー (アウストラロピテクス),4,r_01_ルーシー (アウストラロピテクス)_平易化.xlsx,r_02_ルーシー (アウストラロピテクス)_平易化.xlsx
カワード1世,2,r_01_カワード1世_平易化.xlsx,r_02_カワード1世_平易化.xlsx
アルフレッド・ヒッチコック,7,r_01_アルフレッド・ヒッチコック_平易化.xlsx,r_02_アルフレッド・ヒッチコック_平易化.xlsx
新安沈船,2,r_01_新安沈船_平易化.xlsx,r_02_新安沈船_平易化.xlsx
ロシアのクラシック音楽史,7,r_01_ロシアのクラシック音楽史_平易化.xlsx,r_02_ロシアのクラシック音楽史_平易化.xlsx
駒競行幸絵巻,7,r_01_駒競行幸絵巻_平易化.xlsx,r_02_駒競行幸絵巻_平易化.xlsx
エアバスA320,5,r_01_エアバスA320_平易化.xlsx,r_02_エアバスA320_平易化.xlsx
ナディア・コマネチ,7,r_01_ナディア・コマネチ_平易化.xlsx,r_02_ナディア・コマネチ_平易化.xlsx
異種金属接触腐食,5,r_01_異種金属接触腐食_平易化.xlsx,r_02_異種金属接触腐食_平易化.xlsx
アルトゥール・ニキシュ,7,r_01_アルトゥール・ニキシュ_平易化.xlsx,r_02_アルトゥール・ニキシュ_平易化.xlsx
アテナイの学堂,7,r_01_アテナイの学堂_平易化.xlsx,r_02_アテナイの学堂_平易化.xlsx
四字熟語,8,r_01_四字熟語_平易化.xlsx,r_02_四字熟語_平易化.xlsx
アトランタ,2,r_01_アトランタ_平易化.xlsx,r_02_アトランタ_平易化.xlsx
甲斐姫,2,r_01_甲斐姫_平易化.xlsx,r_02_甲斐姫_平易化.xlsx
ナビス戦争,2,r_01_ナビス戦争_平易化.xlsx,r_02_ナビス戦争_平易化.xlsx
福博電気軌道,6,r_01_福博電気軌道_平易化.xlsx,r_02_福博電気軌道_平易化.xlsx
地図混乱地域,2,r_01_地図混乱地域_平易化.xlsx,r_02_地図混乱地域_平易化.xlsx
黒神町,2,r_01_黒神町_平易化.xlsx,r_02_黒神町_平易化.xlsx
知多鉄道,6,r_01_知多鉄道_平易化.xlsx,r_02_知多鉄道_平易化.xlsx
大同電力,5,r_01_大同電力_平易化.xlsx,r_02_大同電力_平易化.xlsx
大正天皇実録,0,r_01_大正天皇実録_平易化.xlsx,r_02_大正天皇実録_平易化.xlsx
シェトランド諸島,2,r_01_シェトランド諸島_平易化.xlsx,r_02_シェトランド諸島_平易化.xlsx
源氏物語大成,9,r_01_源氏物語大成_平易化.xlsx,r_02_源氏物語大成_平易化.xlsx
佐藤在寛,2,r_01_佐藤在寛_平易化.xlsx,r_02_佐藤在寛_平易化.xlsx
小田急9000形電車,5,r_01_小田急9000形電車_平易化.xlsx,r_02_小田急9000形電車_平易化.xlsx
愛知電気鉄道電7形電車,5,r_01_愛知電気鉄道電7形電車_平易化.xlsx,r_02_愛知電気鉄道電7形電車_平易化.xlsx
10.8決戦,7,s_01_10.8決戦_平易化.xlsx,s_02_10.8決戦_平易化.xlsx
監査に関する品質管理基準,3,r_01_監査に関する品質管理基準_平易化.xlsx,r_02_監査に関する品質管理基準_平易化.xlsx
スバス・チャンドラ・ボース,2,r_01_スバス・チャンドラ・ボース_平易化.xlsx,r_02_スバス・チャンドラ・ボース_平易化.xlsx
動物漫画,7,r_01_動物漫画_平易化.xlsx,r_02_動物漫画_平易化.xlsx
ユリウス・ロベルト・フォン・マイヤー,2,r_01_ユリウス・ロベルト・フォン・マイヤー_平易化.xlsx,r_02_ユリウス・ロベルト・フォン・マイヤー_平易化.xlsx
イスラム経済,3,r_01_イスラム経済_平易化.xlsx,r_02_イスラム経済_平易化.xlsx
千と千尋の神隠し,7,r_01_千と千尋の神隠し_平易化.xlsx,r_02_千と千尋の神隠し_平易化.xlsx
スエズ運河,5,r_01_スエズ運河_平易化.xlsx,r_02_スエズ運河_平易化.xlsx
フランク王国,2,s_01_フランク王国_平易化.xlsx,s_02_フランク王国_平易化.xlsx
抗生物質,4,s_01_抗生物質_平易化.xlsx,s_02_抗生物質.xlsx
名古屋モスク,1,r_01_名古屋モスク_平易化.xlsx,r_02_名古屋モスク_平易化.xlsx
南草津駅,6,r_01_南草津駅_平易化.xlsx,r_02_南草津駅_平易化.xlsx
シュスワプ語,8,r_01_シュスワプ語_平易化.xlsx,r_02_シュスワプ語_平易化.xlsx
出家とその弟子,9,r_01_出家とその弟子_平易化.xlsx,r_02_出家とその弟子_平易化.xlsx
火星の生命,4,r_01_火星の生命_平易化.xlsx,r_02_火星の生命_平易化.xlsx
バスク・ナショナリズム,2,r_01_バスク・ナショナリズム_平易化.xlsx,r_02_バスク・ナショナリズム_平易化.xlsx
第二次ブルガリア帝国,2,r_01_第二次ブルガリア帝国_平易化.xlsx,r_02_第二次ブルガリア帝国_平易化.xlsx
安藤百福,2,r_01_安藤百福_平易化.xlsx,r_02_安藤百福_平易化.xlsx
ライアン・ゴズリング,7,r_01_ライアン・ゴズリング_平易化.xlsx,r_02_ライアン・ゴズリング_平易化.xlsx
檜洞丸,2,r_01_檜洞丸_平易化.xlsx,r_02_檜洞丸_平易化.xlsx
チラコイド,4,r_01_チラコイド_平易化.xlsx,r_02_チラコイド_平易化.xlsx
観世元滋,7,r_01_観世元滋_平易化.xlsx,r_02_観世元滋_平易化.xlsx
顕生代,4,r_01_顕生代_平易化.xlsx,r_02_顕生代_平易化.xlsx
小田急5000形電車 (初代),5,r_01_小田急5000形電車 (初代)_平易化.xlsx,r_02_小田急5000形電車 (初代)_平易化.xlsx
ユグノー戦争,2,r_01_ユグノー戦争_平易化.xlsx,r_02_ユグノー戦争_平易化.xlsx
ヒムヤル王国,2,r_01_ヒムヤル王国_平易化.xlsx,r_02_ヒムヤル王国_平易化.xlsx
広島瓦斯電軌1040形電車,5,r_01_広島瓦斯電軌1040形電車_平易化.xlsx,r_02_広島瓦斯電軌1040形電車_平易化.xlsx
エジプト先王朝時代,2,r_01_エジプト先王朝時代_平易化.xlsx,r_02_エジプト先王朝時代_平易化.xlsx
イースタン航空401便墜落事故,5,r_01_イースタン航空401便墜落事故_平易化.xlsx,r_02_イースタン航空401便墜落事故_平易化.xlsx
イオ (衛星),4,r_01_イオ (衛星)_平易化.xlsx,r_02_イオ (衛星)_平易化.xlsx
信玄公旗掛松事件,3,s_01_信玄公旗掛松事件_平易化.xlsx,s_02_信玄公旗掛松事件.xlsx
新名神武庫川橋,5,r_01_新名神武庫川橋_平易化.xlsx,r_02_新名神武庫川橋_平易化.xlsx
ラムタラ,7,r_01_ラムタラ_平易化.xlsx,r_02_ラムタラ_平易化.xlsx
野口源三郎,7,r_01_野口源三郎_平易化.xlsx,r_02_野口源三郎_平易化.xlsx
枢軸時代,2,r_01_枢軸時代_平易化.xlsx,r_02_枢軸時代_平易化.xlsx
北九州トンネル,5,r_01_北九州トンネル_平易化.xlsx,r_02_北九州トンネル_平易化.xlsx
内裏塚古墳群,2,r_01_内裏塚古墳群_平易化.xlsx,r_02_内裏塚古墳群_平易化.xlsx
米村でんじろう,2,r_01_米村でんじろう_平易化.xlsx,r_02_米村でんじろう_平易化.xlsx
小田急2600形電車,5,r_01_小田急2600形電車_平易化.xlsx,r_02_小田急2600形電車_平易化.xlsx
七色 (十津川村),2,r_01_七色 (十津川村)_平易化.xlsx,r_02_七色 (十津川村)_平易化.xlsx
渡辺康幸,7,r_01_渡辺康幸_平易化.xlsx,r_02_渡辺康幸_平易化.xlsx
勲章 (日本),3,r_01_勲章 (日本)_平易化.xlsx,r_02_勲章 (日本)_平易化.xlsx
JT女性社員逆恨み殺人事件,3,r_01_JT女性社員逆恨み殺人事件_平易化.xlsx,r_02_JT女性社員逆恨み殺人事件_平易化.xlsx
別府明礬橋,5,r_01_別府明礬橋_平易化.xlsx,r_02_別府明礬橋_平易化.xlsx
ベオグラード,2,r_01_ベオグラード_平易化.xlsx,r_02_ベオグラード_平易化.xlsx
福山そごう,6,r_01_福山そごう_平易化.xlsx,r_02_福山そごう_平易化.xlsx
小田急4000形電車 (初代),5,r_01_小田急4000形電車 (初代)_平易化.xlsx,r_02_小田急4000形電車 (初代)_平易化.xlsx
夕凪 (2代神風型駆逐艦),5,r_01_夕凪 (2代神風型駆逐艦)_平易化.xlsx,r_02_夕凪 (2代神風型駆逐艦)_平易化.xlsx
恋人たちのクリスマス,7,r_01_恋人たちのクリスマス_平易化.xlsx,r_02_恋人たちのクリスマス_平易化.xlsx
広島タクシー運転手連続殺人事件,3,r_01_広島タクシー運転手連続殺人事件_平易化.xlsx,r_02_広島タクシー運転手連続殺人事件_平易化.xlsx
ピアノ五重奏曲第2番 (フォーレ),7,r_01_ピアノ五重奏曲第2番 (フォーレ)_平易化.xlsx,r_02_ピアノ五重奏曲第2番 (フォーレ)_平易化.xlsx
流鬼国,2,r_01_流鬼国_平易化.xlsx,r_02_流鬼国_平易化.xlsx
モールの定理,5,r_01_モールの定理_平易化.xlsx,r_02_モールの定理_平易化.xlsx
岩神の飛石,4,r_01_岩神の飛石_平易化.xlsx,r_02_岩神の飛石_平易化.xlsx
サレカット・イスラム,2,r_01_サレカット・イスラム_平易化.xlsx,r_02_サレカット・イスラム_平易化.xlsx
竹 (松型駆逐艦),5,r_01_竹 (松型駆逐艦)_平易化.xlsx,r_02_竹 (松型駆逐艦)_平易化.xlsx
ウィリアム・ピット (初代チャタム伯爵),2,r_01_ウィリアム・ピット (初代チャタム伯爵)_平易化.xlsx,r_02_ウィリアム・ピット (初代チャタム伯爵)_平易化.xlsx
グリゴリー・ラスプーチン,2,r_01_グリゴリー・ラスプーチン_平易化.xlsx,r_02_グリゴリー・ラスプーチン_平易化.xlsx
ヨハネの手紙三,1,s_01_ヨハネの手紙三_平易化.xlsx,s_02_ヨハネの手紙三.xlsx
エドワード・ハイド (初代クラレンドン伯爵),2,r_01_エドワード・ハイド (初代クラレンドン伯爵)_平易化.xlsx,r_02_エドワード・ハイド (初代クラレンドン伯爵)_平易化.xlsx
南オセチア紛争 (2008年),2,r_01_南オセチア紛争 (2008年)_平易化.xlsx,r_02_南オセチア紛争 (2008年)_平易化.xlsx
戸倉ハル,2,r_01_戸倉ハル_平易化.xlsx,r_02_戸倉ハル_平易化.xlsx
葺石,2,r_01_葺石_平易化.xlsx,r_02_葺石_平易化.xlsx
スタッフが美味しくいただきました,6,r_01_スタッフが美味しくいただきました_平易化.xlsx,r_02_スタッフが美味しくいただきました_平易化.xlsx
第三次イタリア戦争,2,r_01_第三次イタリア戦争_平易化.xlsx,r_02_第三次イタリア戦争_平易化.xlsx
阿南鉄道,6,r_01_阿南鉄道_平易化.xlsx,r_02_阿南鉄道_平易化.xlsx
日華連絡船,6,r_01_日華連絡船_平易化.xlsx,r_02_日華連絡船_平易化.xlsx
アッシュルバニパル,2,r_01_アッシュルバニパル_平易化.xlsx,r_02_アッシュルバニパル_平易化.xlsx
九州電灯鉄道,5,r_01_九州電灯鉄道_平易化.xlsx,r_02_九州電灯鉄道_平易化.xlsx
ネイト・シルバー,2,r_01_ネイト・シルバー_平易化.xlsx,r_02_ネイト・シルバー_平易化.xlsx
ウラジーミル・ナボコフ (政治家),2,r_01_ウラジーミル・ナボコフ (政治家)_平易化.xlsx,r_02_ウラジーミル・ナボコフ (政治家)_平易化.xlsx
丹後杜氏,5,r_01_丹後杜氏_平易化.xlsx,r_02_丹後杜氏_平易化.xlsx
皇太子裕仁親王の欧州訪問,2,r_01_皇太子裕仁親王の欧州訪問_平易化.xlsx,r_02_皇太子裕仁親王の欧州訪問_平易化.xlsx
土器,7,r_01_土器_平易化.xlsx,r_02_土器_平易化.xlsx
ボルスタアンカー,5,r_01_ボルスタアンカー_平易化.xlsx,r_02_ボルスタアンカー_平易化.xlsx
枕石寺,1,r_01_枕石寺_平易化.xlsx,r_02_枕石寺_平易化.xlsx
平泉,7,r_01_平泉_平易化.xlsx,r_02_平泉_平易化.xlsx
X染色体の不活性化,4,r_01_X染色体の不活性化_平易化.xlsx,r_02_X染色体の不活性化_平易化.xlsx
第三次奴隷戦争,2,r_01_第三次奴隷戦争_平易化.xlsx,r_02_第三次奴隷戦争_平易化.xlsx
秋田弁,8,r_01_秋田弁_平易化.xlsx,r_02_秋田弁_平易化.xlsx
小田急3100形電車,5,r_01_小田急3100形電車_平易化.xlsx,r_02_小田急3100形電車_平易化.xlsx
七年戦争,2,r_01_七年戦争_平易化.xlsx,r_02_七年戦争_平易化.xlsx
フレデリック・ロビンソン (初代ゴドリッチ子爵),2,r_01_フレデリック・ロビンソン (初代ゴドリッチ子爵)_平易化.xlsx,r_02_フレデリック・ロビンソン (初代ゴドリッチ子爵)_平易化.xlsx
アルトン・エリス,7,r_01_アルトン・エリス_平易化.xlsx,r_02_アルトン・エリス_平易化.xlsx
藤山一郎,7,s_01_藤山一郎_平易化.xlsx,s_02_藤山一郎.xlsx
笹生川ダム,5,r_01_笹生川ダム_平易化.xlsx,r_02_笹生川ダム_平易化.xlsx
アッシジのフランチェスコ,1,r_01_アッシジのフランチェスコ_平易化.xlsx,r_02_アッシジのフランチェスコ_平易化.xlsx
ナマズ目,4,r_01_ナマズ目_平易化.xlsx,r_02_ナマズ目_平易化.xlsx
牛山喜久子,2,r_01_牛山喜久子_平易化.xlsx,r_02_牛山喜久子_平易化.xlsx
日本水力,5,r_01_日本水力_平易化.xlsx,r_02_日本水力_平易化.xlsx
アジフライ,5,r_01_アジフライ_平易化.xlsx,r_02_アジフライ_平易化.xlsx
蒲生川 (鳥取県),2,r_01_蒲生川 (鳥取県)_平易化.xlsx,r_02_蒲生川 (鳥取県)_平易化.xlsx
快楽の園,7,r_01_快楽の園_平易化.xlsx,r_02_快楽の園_平易化.xlsx
フランツ・ヨーゼフ1世 (オーストリア皇帝),2,r_01_フランツ・ヨーゼフ1世 (オーストリア皇帝)_平易化.xlsx,r_02_フランツ・ヨーゼフ1世 (オーストリア皇帝)_平易化.xlsx
ゴローニン事件,2,r_01_ゴローニン事件_平易化.xlsx,r_02_ゴローニン事件_平易化.xlsx
エサルハドン,2,r_01_エサルハドン_平易化.xlsx,r_02_エサルハドン_平易化.xlsx
有村町,2,r_01_有村町_平易化.xlsx,r_02_有村町_平易化.xlsx
金属,4,r_01_金属_平易化.xlsx,r_02_金属_平易化.xlsx
第三次ポエニ戦争,2,s_01_第三次ポエニ戦争_平易化.xlsx,s_02_第三次ポエニ戦争.xlsx
Robot Operating System,5,r_01_Robot Operating System_平易化.xlsx,r_02_Robot Operating System_平易化.xlsx
クンタ・キンテ島と関連遺跡群,2,r_01_クンタ・キンテ島と関連遺跡群_平易化.xlsx,r_02_クンタ・キンテ島と関連遺跡群_平易化.xlsx
水戸市立図書館,0,r_01_水戸市立図書館_平易化.xlsx,r_02_水戸市立図書館_平易化.xlsx
カール1世 (オーストリア皇帝),2,r_01_カール1世 (オーストリア皇帝)_平易化.xlsx,r_02_カール1世 (オーストリア皇帝)_平易化.xlsx
姉帯小鳥谷根反の珪化木地帯,4,r_01_姉帯小鳥谷根反の珪化木地帯_平易化.xlsx,r_02_姉帯小鳥谷根反の珪化木地帯_平易化.xlsx
北条氏綱,2,r_01_北条氏綱_平易化.xlsx,r_02_北条氏綱_平易化.xlsx
エアバスA321,5,r_01_エアバスA321_平易化.xlsx,r_02_エアバスA321_平易化.xlsx
上淀川橋梁,5,r_01_上淀川橋梁_平易化.xlsx,r_02_上淀川橋梁_平易化.xlsx
エジプトの歴史,2,r_01_エジプトの歴史_平易化.xlsx,r_02_エジプトの歴史_平易化.xlsx
北部諸島 (イギリス),2,r_01_北部諸島 (イギリス)_平易化.xlsx,r_02_北部諸島 (イギリス)_平易化.xlsx
みんなの森 ぎふメディアコスモス,0,r_02_みんなの森_ぎふメディアコスモス_平易化.xlsx,r_02_みんなの森 ぎふメディアコスモス_平易化.xlsx
鄭麗君,2,r_01_鄭麗君_平易化.xlsx,r_02_鄭麗君_平易化.xlsx
岡崎市立中央図書館,0,r_01_岡崎市立中央図書館_平易化.xlsx,r_02_岡崎市立中央図書館_平易化.xlsx
富士山縦覧場,6,r_01_富士山縦覧場_平易化.xlsx,r_02_富士山縦覧場_平易化.xlsx
熊野川町九重,2,r_01_熊野川町九重_平易化.xlsx,r_02_熊野川町九重_平易化.xlsx
ボルドーワイン,5,r_01_ボルドーワイン_平易化.xlsx,r_02_ボルドーワイン_平易化.xlsx
伊古奈比咩命神社,1,r_01_伊古奈比咩命神社_平易化.xlsx,r_02_伊古奈比咩命神社_平易化.xlsx
メジロマックイーン,7,r_01_メジロマックイーン_平易化.xlsx,r_02_メジロマックイーン_平易化.xlsx
貨幣史,3,r_01_貨幣史_平易化.xlsx,r_02_貨幣史_平易化.xlsx
レゲエ,7,s_01_レゲエ_平易化.xlsx,s_02_レゲエ.xlsx
糸魚川のヒスイ,4,r_01_糸魚川のヒスイ_平易化.xlsx,r_02_糸魚川のヒスイ_平易化.xlsx
ばね,5,s_01_ばね_平易化.xlsx,s_02_ばね_平易化.xlsx
飯盛里安,2,r_01_飯盛里安_平易化.xlsx,r_02_飯盛里安_平易化.xlsx
CC・サバシア,7,r_01_CC・サバシア_平易化.xlsx,r_02_CC・サバシア_平易化.xlsx
古川沼,2,r_01_古川沼_平易化.xlsx,r_02_古川沼_平易化.xlsx
アマノリ,4,r_01_アマノリ_平易化.xlsx,r_02_アマノリ_平易化.xlsx
きさらぎ駅,3,r_01_きさらぎ駅_平易化.xlsx,r_02_きさらぎ駅_平易化.xlsx
イヌの起源,4,r_01_イヌの起源_平易化.xlsx,r_02_イヌの起源_平易化.xlsx
ばら積み貨物船,5,r_01_ばら積み貨物船_平易化.xlsx,r_02_ばら積み貨物船_平易化.xlsx
堀川用水,2,r_01_堀川用水_平易化.xlsx,r_02_堀川用水_平易化.xlsx
シャープゲンゴロウモドキ,4,r_01_シャープゲンゴロウモドキ_平易化.xlsx,r_02_シャープゲンゴロウモドキ_平易化.xlsx
舜天,2,r_01_舜天_平易化.xlsx,r_02_舜天_平易化.xlsx
名目的取締役,3,r_01_名目的取締役_平易化.xlsx,r_02_名目的取締役_平易化.xlsx
対数螺旋,4,r_01_対数螺旋_平易化.xlsx,r_02_対数螺旋_平易化.xlsx
イブン・スィーナー,2,r_01_イブン・スィーナー_平易化.xlsx,r_02_イブン・スィーナー_平易化.xlsx
インドの美術,7,r_01_インドの美術_平易化.xlsx,r_02_インドの美術_平易化.xlsx
綾羅木,2,r_01_綾羅木_平易化.xlsx,r_02_綾羅木_平易化.xlsx
ソコト帝国,2,r_01_ソコト帝国_平易化.xlsx,r_02_ソコト帝国_平易化.xlsx
薩摩藩の長崎商法,2,r_01_薩摩藩の長崎商法_平易化.xlsx,r_02_薩摩藩の長崎商法_平易化.xlsx
査読なんか怖くない?,4,r_01_査読なんか怖くない__平易化.xlsx,r_02_査読なんか怖くない__平易化.xlsx
六甲トンネル,5,r_01_六甲トンネル_平易化.xlsx,r_02_六甲トンネル_平易化.xlsx
若栃,2,r_01_若栃_平易化.xlsx,r_02_若栃_平易化.xlsx
ペーローズ1世,2,r_01_ペーローズ1世_平易化.xlsx,r_02_ペーローズ1世_平易化.xlsx
ピアソン夫妻,1,r_01_ピアソン夫妻_平易化.xlsx,r_02_ピアソン夫妻_平易化.xlsx
桂正和,7,s_01_桂正和_平易化.xlsx,s_02_桂正和.xlsx
名鉄モ3350形電車 (初代),5,r_01_名鉄モ3350形電車 (初代)_平易化.xlsx,r_02_名鉄モ3350形電車 (初代)_平易化.xlsx
下甑島,2,r_01_下甑島_平易化.xlsx,r_02_下甑島_平易化.xlsx
ブルーインパルス,3,r_01_ブルーインパルス_平易化.xlsx,r_02_ブルーインパルス_平易化.xlsx
ケイドロ,7,r_01_ケイドロ_平易化.xlsx,r_02_ケイドロ_平易化.xlsx
竹一船団,2,r_01_竹一船団_平易化.xlsx,r_02_竹一船団_平易化.xlsx
ムハンマド・ブン・トゥグジュ,2,r_01_ムハンマド・ブン・トゥグジュ_平易化.xlsx,r_02_ムハンマド・ブン・トゥグジュ_平易化.xlsx
市営基町高層アパート,5,r_01_市営基町高層アパート_平易化.xlsx,r_02_市営基町高層アパート_平易化.xlsx
ぱいどん,7,r_01_ぱいどん_平易化.xlsx,r_02_ぱいどん_平易化.xlsx
タタールのくびき,2,r_01_タタールのくびき_平易化.xlsx,r_02_タタールのくびき_平易化.xlsx
